scraproduct_name,product_price,product_rating
‘MANIS DI BIBIR DAN KATA-KATA’ (MANIS LIPMATTE (KUIH SAGU) / MANIS GLITTER EYESHADOW (CIKU)/ MANIS FIBER MASCARA )By HHSKN Enterprise),7.00,0
NASI KABSAH REMPAH NASI ARAB (ARABIC RICE SPICE) by Nrich Solutions,5.60,0
‘NURIZ SHOPPE’ KEK BUAH KUKUS LEGEND DATO NURIZ  FRUIT CAKE LEGEND  by Nrich Solutions,7.00,0
ENGLISH DARK CHOCOLATE CHIPS By Adelaide Continuum Enterprise (Pack of 2),12.00,0
DOUBLE SHOT CHIP COOKIES By Adelaide Continuum Enterprise (Pack of 5),7.00,0
‘FOOD NEMO’ TASTY SERUNDING (FLOSS) By Funemo Solutions (All 4 Flavours),16.00,0
"Premium Chocolate Chips Cookies By FAZ Cookies (All 3 Flavours – original, chia seed, cranberry)",6.90,0
TUMIIES NASI LEMAK (RICH COCONUT MILK RICE) By FRS Marketing Sdn Bhd,12.00,0
‘KEK KUKUS KAK NGAH’ KEK BUAH (STEAMED FRUIT CAKE)  By TBM Enterprise,5.00,0
‘ROX-C’ ROSELLE TEA BY ARINA FOOD ENTERPRISE,2.00,0
HALWA ROSELLE (ROSELLE CANDY) BY ARINA FOOD ENTERPRISE (Pack of 3),3.00,0
‘ROX-C’ KORDIAL BUAH CAMPURAN ROSELLE DAN KURMA  (ROSELLE CORDIAL COCENTRATE WITH DATES) BY ARINA FOOD ENTERPRISE,3.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
'ASIAN TASTE’ PASTES By SD Impex Sdn Bhd (Pack of 5),5.00,0
‘OMIYAGE DES!!’ SNACK BOX By Rexxa Trading (1 box),24.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
HAUS COSMETIC’S  MATTE VELVET COMPACT POWDER (LIGHT 1.0/MEDIUM 2.0/MEDIUM 2.1/DARK 3.0/DARK 3.1) By Juman WorldWide Resources,19.00,0
‘ROX-C’ KORDIAL ROSELLE (ROSELLE CORDIAL COCENTRATE) By Arina Food Enterprise,2.40,0
‘HOUSE OF ROSELLE’ ROX-C JUS ROSELLE (ROSELLE JUICE) By Arina Food Enterprise (Pack of 3),1.50,0
‘PRSTASI MEWAH’ CHILLI PASTE By  Prestasi Mewah Caterers Sdn Bhd (Pack of 2),6.40,0
SAMBAL CHE MAH (SAMBAL IJO & SAMBAL PENYET),5.60,0
‘KU LUN  ZUBAIDAH’ RENDANG DENDENG By Munch Valley Resources PLT (Pack of 2),10.40,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL'EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘EL’EMEYRA BATIK’ MALAYSIAN HAND-DRAWN BATIK FABRIC By Eley Emeyra Enterprise,13.00,0
‘PURE & RAW’ GLOWING SKIN FRESH TOMATO SOAP (MATOSOAP) By Pure & Raw Skincare (Pack of 5),15.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
‘NEK DAH’ RENDANG PASTE (RENDANG MINANG PASTE & RENDANG TOK PASTE) By Restoran Acik (Both Flavours),2.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (2 Packs x 350g)),8.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
HELIZ ‘HOUSE OF COOKIES’ (CHOCOLATE CHIP / HAZEL NUT / OATMEAL) By Hazs Dagangan (Pack of 3),4.00,0
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
ROYAL FLOSS SERUNDING IKAN/ AYAM/ DAGING (FISH FLOSS / CHICKEN FLOSS / MEAT FLOSS) By Sambal Go Trading (Pack of 3),12.00,5.00
‘PAK HAMKA’  PES PERENCAH (PASTE MIX – 4 FLAVOURS) By Mahola Services (All 4 Flavours),5.20,0
‘DE NATTURE’ BLACK COFFEE ARABICA GAYO SELECTION  By GO Natural Green Ventures,5.50,0
‘DE NATTURE’ BLACK COFFEE ARABICA GAYO SELECTION  By GO Natural Green Ventures,3.00,0
‘DE NATTURE’ BLACK COFFEE ARABICA GAYO SELECTION  By GO Natural Green Ventures,5.00,0
‘DE NATTURE’ BLACK COFFEE ARABICA GAYO SELECTION  By GO Natural Green Ventures,6.00,0
‘DE NATTURE’ CIVET COFFEE & BLACK COFFEE SELECTIONS By GO Natural Green Ventures,10.00,0
‘DE NATTURE’ CIVET COFFEE & BLACK COFFEE SELECTIONS By GO Natural Green Ventures,50.00,0
‘DE NATTURE’ CIVET COFFEE & BLACK COFFEE SELECTIONS By GO Natural Green Ventures,60.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
‘ANSURI’ CAFE TAARRRIIIK (INSTANT PREMIX CAFÉ) By Mygerak Global Sdn Bhd,3.60,0
‘HAFIYAH’ INSTANT PREMIX COFFEE (SOURSOP  FLAVOUR – 6 IN 1) By Mygerak Global Sdn Bhd,3.00,0
‘CAP BUNGA ROS’ REMPAH MASAK (ROSE BRAND ROASTED COOKING SPICE MIX) By Mygerak Global Sdn Bhd (Pack of 3),3.60,0
‘HATTER’S’ WHITE AND MILK ALMOND CHOCOLATE By Norsham Homemade Confectionery & Western Food,2.00,0
‘HATTER’S’ FRESHLY HANDMADE CHOCOLATES FROM CAMERON HIGHLANDS (CHOCOLATE DURIAN/ STRAWBERRY CHOCOLATE) By Norsham Homemade Confectionery & Western Food (Both Flavours),1.60,0
TOUCH YOUR SOUL ‘CASSAVA CRACKERS’ By TY Squad Enriched Industry (Two Flavours),8.00,0
MUNCHIPS SNACKS (MUNCHIPS CHEEZY SUPREME/ MUNCHIPS GARLIC CHEESE/ MUNCHIPS GREEN PEAS CHEESE/ MUNCHIPS SALTED EGG) By Munchips Trading,6.00,0
MUNCHIPS SNACKS (MUNCHIPS CHEEZY SUPREME/ MUNCHIPS GARLIC CHEESE/ MUNCHIPS GREEN PEAS CHEESE/ MUNCHIPS SALTED EGG) By Munchips Trading,6.00,0
MUNCHIPS SNACKS (MUNCHIPS CHEEZY SUPREME/ MUNCHIPS GARLIC CHEESE/ MUNCHIPS GREEN PEAS CHEESE/ MUNCHIPS SALTED EGG) By Munchips Trading,6.00,0
MUNCHIPS SNACKS (MUNCHIPS CHEEZY SUPREME/ MUNCHIPS GARLIC CHEESE/ MUNCHIPS GREEN PEAS CHEESE/ MUNCHIPS SALTED EGG) By Munchips Trading,6.00,0
MUNCHIPS SNACKS (MUNCHIPS CHEEZY SUPREME/ MUNCHIPS GARLIC CHEESE/ MUNCHIPS GREEN PEAS CHEESE/ MUNCHIPS SALTED EGG) By Munchips Trading,6.00,0
TART NENAS GOLD (THE GOLDEN PINEAPPLE TART) By Tarts Legacy Enterprise,8.00,0
‘LEHA MANJA’ SAMBAL IKAN KENIT (SPICY DRIED ANCHOVY CONDIMENT) By Leha Manja Enterprise (Pack of 3 – 100g x 3)),9.00,0
‘CAKEFAA’ KEK BUAH KUKUS (STEAMED FRUITCAKE) By Cakefaa Rich Enterprise,5.00,0
'RUSH BABY FOOD' BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
'RUSH BABY FOOD' BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
'RUSH BABY FOOD' BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
'RUSH BABY FOOD' BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
'RUSH BABY FOOD' BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
‘RUSH BABY FOOD’ BONE BROTH COOKIES By Rush Baby Food Trading,4.60,0
‘RUSH’ ORGANIC BABY NOODLE MIX VEGETABLE by Rush Baby Food Trading,3.60,0
' WACKY PEOPLE ' CELEBRATE YOUR WACKINESS ART SCARVES (MIMIC/ HOPE/ MADRE/ LUMINITA) By Wacky People Business,15.00,0
' WACKY PEOPLE ' CELEBRATE YOUR WACKINESS ART SCARVES (MIMIC/ HOPE/ MADRE/ LUMINITA) By Wacky People Business,15.00,0
' WACKY PEOPLE ' CELEBRATE YOUR WACKINESS ART SCARVES (MIMIC/ HOPE/ MADRE/ LUMINITA) By Wacky People Business,15.00,0
' WACKY PEOPLE ' CELEBRATE YOUR WACKINESS ART SCARVES (MIMIC/ HOPE/ MADRE/ LUMINITA) By Wacky People Business,15.00,0
‘NURELL FOODS’ SALTED EGG PASTE By Inaz Venture,3.00,0
‘ KESUMA ‘ SHIBORI By Kesuma Enterprise,50.00,0
‘ WACKY PEOPLE ‘ CELEBRATE YOUR WACKINESS ART SCARVES (MIMIC/ HOPE/ MADRE/ LUMINITA) By Wacky People Business,15.00,0
SEKOOT QHAPOOH (CIK TIE) By Vertical Vibe Resources,3.60,0
‘ LADER’O ‘ GARLIC CHILLI OIL By Imtiyaz Baraqah Resources,5.00,0
CHOCOLATE DELIGHT by HKAR Enterprise (16 piece chocolate gift box),8.40,0
CHOCOLATE DELIGHT by HKAR Enterprise (16 piece chocolate gift box),4.40,0
MEDJOUL DATES PALESTINE By Auf Legacy Resources,9.90,0
MINYAK BIDARA & BUAH PALA ASYFA (ZIZIPHUS MAURITIANA & NUTMEG OIL) By Auf Legacy Resources,4.00,0
Haramain Coffee By Auf Legacy Resources,6.00,0
JUS SEGAR ALWAN SLURPP! (FRESH JUICE ALWAN SLURPP! ) By Auf Legacy Resources,3.00,0
KORDIAL BUAH-BUAHAN ALWAN SLURPP! (FRUIT CORDIALS ALWAN SLURPP!) By Auf Legacy Resources,2.40,0
ICHINTA SAMBAL PETAI/ SAMBAL HITAM PETAI/ ASAM PEDAS (TWISTED CLUSTER BEAN SAUCE/ TWISTED CLUSTER BEAN IN BLACK SAUCE/SPICY AND SOUR SAUCE) By Ichinta Dot Com (Pack of 3 Flavours),10.80,0
ICHINTA SAMBAL MERAH/ SAMBAL HIJAU/ SAMBAL HITAM (RED SAUCE/ GREEN SAUCE/ BLACK SAUCE) By Ichinta Dot Com (Pack of 3 Flavours),10.80,0
ICHINTA ‘TORCH FLOWER’ CHILI SAUCE By Ichinta Dot Com (Pack of 2),4.80,0
‘ICHINTA’ PREMIUM PINEAPPLE TART By Ichinta Dot Com (Pack of 2),8.80,0
‘QVEERA’ BIRDS NEST SERUM By Koperasi Usahawan Groombig Kedah Berhad,8.00,0
“MAMA JIE’S” COOKIE SELECTION By Mfaez Food Industries Sdn Bhd (Choose your Flavour),4.00,0
‘FRUTARA’ FIG WAFER By Zafeer Group Sdn Bhd,4.00,0
‘FRUTARA’ FIG GOAT MILK By Zafeer Group Sdn Bhd,9.80,0
‘FRUTARA’ FIG JUICE By Zafeer Group Sdn Bhd (Pack of 2),2.00,0
‘FRUTARA’ FIG ARABICA COFFEE By Zafeer Group Sdn Bhd,9.80,0
‘FRUTARA’  FIGS INSTANT DRINK By Zafeer Group Sdn Bhd,5.80,0
‘FRUTARA’ FIG GOAT MILK COFFEE By Zafeer Group Sdn Bhd,7.00,0
‘ HAYLA ‘ TART NENAS (PINEAPPLE TART) By Hana Suhaila Rich Chocolate Enterprise,5.00,0
DARK ALMOND COOKIES By Hana Suhaila Rich Chocolate Enterprise (Pack of 2),6.40,0
OREO BUBBLE RICE CHOCOLATE  By Hana Suhaila Rich Chocolate Enterprise,2.60,0
‘QARAMELLA’ SALTED CARAMEL By Brown Butter Bakes,3.80,0
BBB MIX ‘MOIST & LUXURIOUS’ CHOCOLATE CAKE By Brown Butter Bakes,3.80,0
BBBMIX ‘REMARKABLY DELICIOUS’ BELGIAN CHOC CHIPS COOKIES By Brown Butter Bakes,5.80,0
BBBMIX ‘HEAVENLY EXQUISITE’ RED VELVET By Brown Butter Bakes,5.00,0
BBBMIX ‘CLASSICALLY PERFECT’ BUTTER CAKE By Brown Butter Bakes,5.40,0
BBBMIX ‘BLISSFULLY DREAMY’ BUTTER SCONES By Brown Butter Bakes,5.40,0
BBBMIX ‘MYSTERIOUSLY YUMMY’ DARK CHOC BROWNIES By Brown Butter Bakes,7.00,0
KORAS RENDANG MAMAN (CHICKEN RENDANG) By Koperasi Keluarga Raja Samah Bhd (Pack of 3),18.00,0
BUTTER COOKIES By Darr Nasa Enterprise (Pack of 2),11.20,0
PANDAN GULA MELAKA (PANDAN PALM SUGAR COOKIE) By Darr Nasa Enterprise (Pack of 2),10.40,0
GAJUS COOKIES (CASHEW COOKIES)  By Darr Nasa Enterprise (Pack of 2 – 250g x 2),11.20,0
BROWNIES ALMOND By Darr Nasa Enterprise (Pack of 3 – 180g x 3),10.80,0
CRAZY NUTTY By Darr Nasa Enterprise (Pack of 3 – 200g x 3),13.80,0
CHEESE OREO COOKIES By Darr Nasa Enterprise (Pack of 2 – 350g x 2),12.00,0
